ID,expect_time
290,1582962526
291,1582962746
292,1582975173
293,1582975173
294,1582975324
295,1582975506
296,1582976171
297,1582976272
298,1582977603
299,1582977603
300,1582977793
301,1582978109
302,1582980160
303,1582980416
304,1582980655
305,1582981032
306,1582981755
307,1582981755
308,1582981951
309,1582982147
310,1582982204
311,1582982369
312,1582982588
313,1582982819
314,1582984762
315,1582983205
316,1582985306
317,1582983457
318,1582985587
319,1582985725
320,1582945345
321,1582945544
322,1582945910
323,1582946169
324,1582947904
325,1582946384
326,1582948114
327,1582948344
328,1582948786
329,1582948959
330,1582949276
331,1582949791
332,1582949932
333,1582950175
334,1582950692
335,1582950732
336,1582951146
337,1582951332
338,1582951623
339,1582951653
340,1582952306
341,1582952454
342,1582981781
343,1582982285
344,1582982587
345,1582982706
346,1582945077
347,1582946132
348,1582946270
349,1582946327
350,1582946807
351,1582947275
352,1582947367
353,1582947951
354,1582949109
355,1582949505
356,1582951266
357,1582951271
358,1582951271
359,1582951455
360,1582951465
361,1582951650
362,1582951724
363,1582952334
364,1582952559
365,1582952752
366,1582954694
367,1582954694
368,1582954791
369,1582955218
370,1582967847
371,1582967908
372,1582967941
373,1582968260
374,1582972106
375,1582972370
376,1582972801
377,1582973025
378,1582973560
379,1582973814
380,1582974487
381,1582974843
382,1582974871
383,1582975361
384,1582978497
385,1582976461
386,1582944573
387,1582944576
388,1582945200
389,1582945200
390,1582946937
391,1582946938
392,1582947247
393,1582947304
394,1582948106
395,1582948107
396,1582948669
397,1582949087
398,1582942591
399,1582942721
400,1582944171
401,1582944173
402,1582945156
403,1582945404
404,1582946721
405,1582946744
406,1582946777
407,1582947094
408,1582947487
409,1582948178
410,1582948643
411,1582948791
412,1582948570
413,1582948626
414,1582949148
415,1582949151
416,1582970706
417,1582970985
418,1582972099
419,1582972756
420,1582972756
421,1582972131
422,1582973189
423,1582973362
424,1582947645
425,1582947894
426,1582948262
427,1582948432
428,1582949798
429,1582949801
430,1582950081
431,1582950378
432,1582950638
433,1582950762
434,1582952012
435,1582952564
436,1582959493
437,1582959522
438,1582959526
439,1582959864
440,1582959992
441,1582960053
442,1582960692
443,1582961094
444,1582961890
445,1582962399
446,1582962660
447,1582962773
448,1582963209
449,1582963466
450,1582963804
451,1582964954
452,1582964627
453,1582965614
454,1582966154
455,1582966154
456,1582966241
457,1582966380
458,1582966925
459,1582967330
460,1582967416
461,1582967659
462,1582967762
463,1582968229
464,1582968311
465,1582968311
466,1582979668
467,1582979872
468,1582980155
469,1582980464
470,1582980830
471,1582981291
472,1582941230
473,1582941393
474,1582941669
475,1582941781
476,1582942647
477,1582942942
478,1582942944
479,1582943081
480,1582943263
481,1582943354
482,1582947917
483,1582948195
484,1582948196
485,1582948583
486,1582948947
487,1582949366
488,1582949917
489,1582950336
490,1582952214
491,1582950813
492,1582957597
493,1582957597
494,1582958001
495,1582958371
496,1582959515
497,1582959910
498,1582960442
499,1582960717
500,1582963094
501,1582963440
502,1582963858
503,1582964071
504,1582978943
505,1582978965
506,1582979339
507,1582979824
508,1582982683
509,1582982685
510,1582982686
511,1582983000
512,1582983431
513,1582983726
514,1582965605
515,1582965920
516,1582966323
517,1582966641
518,1582967259
519,1582967733
520,1582968272
521,1582968274
522,1582968608
523,1582968844
524,1582973183
525,1582973660
526,1582974082
527,1582974790
528,1582946661
529,1582946757
530,1582946912
531,1582947231
532,1582947535
533,1582947985
534,1582953811
535,1582953960
536,1582955436
537,1582955470
538,1582955779
539,1582956252
540,1582956397
541,1582956792
542,1582957396
543,1582957474
544,1582958144
545,1582958683
546,1582958476
547,1582959001
548,1582959942
549,1582960260
550,1582960800
551,1582960594
552,1582961100
553,1582961135
554,1582961248
555,1582961645
556,1582962237
557,1582962568
558,1582964218
559,1582964219
560,1582964521
561,1582964523
562,1582970589
563,1582970827
564,1582971425
565,1582971544
566,1582973234
567,1582973342
568,1582973447
569,1582973927
570,1582973959
571,1582974099
572,1582976150
573,1582976412
574,1582976715
575,1582976971
576,1582978742
577,1582978742
578,1582979286
579,1582979286
580,1582941953
581,1582942131
582,1582942760
583,1582943079
584,1582944018
585,1582944322
586,1582945224
587,1582945585
588,1582945804
589,1582946357
590,1582947280
591,1582947506
592,1582947310
593,1582948190
594,1582948891
595,1582948912
596,1582948991
597,1582949194
598,1582950517
599,1582950709
600,1582950809
601,1582950954
602,1582951497
603,1582951747
604,1582944375
605,1582944750
606,1582945858
607,1582945801
608,1582946214
609,1582946214
610,1582952549
611,1582952754
612,1582952754
613,1582953244
614,1582953139
615,1582953458
616,1582954243
617,1582954243
618,1582955139
619,1582955336
620,1582969427
621,1582970489
622,1582970321
623,1582970846
624,1582971409
625,1582971409
626,1582971773
627,1582971793
628,1582972077
629,1582972184
630,1582972592
631,1582973365
632,1582973778
633,1582974142
634,1582975071
635,1582975071
636,1582975419
637,1582975797
638,1582978083
639,1582976391
640,1582955231
641,1582955758
642,1582956370
643,1582956406
644,1582968155
645,1582967922
646,1582968983
647,1582969162
648,1582948263
649,1582948460
650,1582948460
651,1582948648
652,1582948744
653,1582948874
654,1582949909
655,1582950059
656,1582950273
657,1582950457
658,1582962087
659,1582962337
660,1582962692
661,1582962890
662,1582936089
663,1582936227
664,1582936499
665,1582936921
666,1582938295
667,1582938896
668,1582939363
669,1582939600
670,1582942790
671,1582942886
672,1582943721
673,1582944039
674,1582945140
675,1582945436
676,1582945867
677,1582946167
678,1582949991
679,1582950063
680,1582950249
681,1582950266
682,1582950293
683,1582950837
684,1582951215
685,1582951312
686,1582951762
687,1582951980
688,1582952877
689,1582952886
690,1582952886
691,1582952993
692,1582953314
693,1582953518
694,1582954341
695,1582954670
696,1582954709
697,1582954726
698,1582954485
699,1582954794
700,1582955046
701,1582955535
702,1582956487
703,1582957263
704,1582956922
705,1582957425
706,1582958614
707,1582958973
708,1582959369
709,1582959800
710,1582960317
711,1582960317
712,1582960575
713,1582961051
714,1582961807
715,1582961810
716,1582962153
717,1582962548
718,1582963822
719,1582963830
720,1582963838
721,1582963087
722,1582964087
723,1582964147
724,1582964813
725,1582964996
726,1582965191
727,1582965793
728,1582969094
729,1582969341
730,1582969272
731,1582969625
732,1582946237
733,1582946240
734,1582946244
735,1582946244
736,1582946247
737,1582946799
738,1582946801
739,1582947026
740,1582947026
741,1582947209
742,1582947488
743,1582947983
744,1582948036
745,1582948941
746,1582949942
747,1582950263
748,1582950804
749,1582951602
750,1582953294
751,1582953296
752,1582953797
753,1582954140
754,1582954752
755,1582955704
756,1582964562
757,1582964789
758,1582965182
759,1582965452
760,1582965706
761,1582965907
762,1582967176
763,1582967207
764,1582967481
765,1582967933
766,1582970597
767,1582970597
768,1582971646
769,1582971737
770,1582971716
771,1582972367
772,1582973951
773,1582973373
774,1582981488
775,1582981866
776,1582982024
777,1582982721
778,1582945745
779,1582946935
780,1582947052
781,1582947208
782,1582948198
783,1582948256
784,1582948262
785,1582948517
786,1582948778
787,1582949156
788,1582949349
789,1582949433
790,1582950262
791,1582950829
792,1582950980
793,1582951220
794,1582951820
795,1582951964
796,1582952559
797,1582952860
798,1582954356
799,1582954357
800,1582954725
801,1582954886
802,1582968970
803,1582968971
804,1582969197
805,1582969446
806,1582969648
807,1582969682
808,1582971203
809,1582971326
810,1582971698
811,1582971964
812,1582972211
813,1582972371
814,1582973143
815,1582973624
816,1582974426
817,1582974427
818,1582974416
819,1582974416
820,1582974682
821,1582974682
822,1582974686
823,1582974686
824,1582975079
825,1582975692
826,1582945543
827,1582945851
828,1582946101
829,1582946375
830,1582946379
831,1582947109
832,1582947562
833,1582947992
834,1582968417
835,1582968418
836,1582968420
837,1582968882
838,1582969116
839,1582969264
840,1582970460
841,1582970480
842,1582970744
843,1582970958
844,1582971031
845,1582971118
846,1582971761
847,1582972007
848,1582972809
849,1582973069
850,1582973548
851,1582973574
852,1582974657
853,1582974006
854,1582975159
855,1582975763
856,1582943990
857,1582943990
858,1582944606
859,1582944757
860,1582945079
861,1582945337
862,1582946805
863,1582946805
864,1582946982
865,1582947467
866,1582948979
867,1582949318
868,1582950751
869,1582950751
870,1582950771
871,1582951168
872,1582951912
873,1582953473
874,1582968393
875,1582968396
876,1582969246
877,1582969308
878,1582975856
879,1582976342
880,1582976848
881,1582977807
882,1582970407
883,1582970544
884,1582970791
885,1582970952
886,1582972013
887,1582972241
888,1582972388
889,1582972880
890,1582973310
891,1582973616
892,1582973895
893,1582974016
894,1582974840
895,1582975072
896,1582975330
897,1582976002
898,1582954699
899,1582955217
900,1582955410
901,1582956183
902,1582962205
903,1582962620
904,1582963481
905,1582963179
906,1582963366
907,1582964208
908,1582965523
909,1582965835
910,1582966996
911,1582967451
912,1582937795
913,1582938001
914,1582938504
915,1582938867
916,1582939857
917,1582939680
918,1582940154
919,1582940339
920,1582941036
921,1582941451
922,1582948016
923,1582948444
924,1582949693
925,1582948989
926,1582950009
927,1582950642
928,1582951599
929,1582951709
930,1582952082
931,1582952354
932,1582952783
933,1582953169
934,1582950608
935,1582950608
936,1582950711
937,1582950772
938,1582957506
939,1582957759
940,1582957743
941,1582957915
942,1582967987
943,1582968507
944,1582968734
945,1582969143
946,1582970261
947,1582970421
948,1582970423
949,1582970796
950,1582970977
951,1582971141
952,1582972364
953,1582972966
954,1582973354
955,1582973450
956,1582973982
957,1582974298
958,1582974922
959,1582975894
960,1582976587
961,1582977207
962,1582936853
963,1582936872
964,1582937099
965,1582938088
966,1582955071
967,1582955211
968,1582955420
969,1582955707
970,1582955819
971,1582956535
972,1582958941
973,1582958947
974,1582959255
975,1582959681
976,1582959699
977,1582959916
978,1582963670
979,1582963814
980,1582964256
981,1582964635
982,1582966628
983,1582966628
984,1582967001
985,1582967401
986,1582974872
987,1582976289
988,1582975497
989,1582975500
990,1582975867
991,1582976086
992,1582976889
993,1582977233
994,1582965135
995,1582965581
996,1582965917
997,1582965830
998,1582966659
999,1582966659
1000,1582968567
1001,1582968619
1002,1582968810
1003,1582969124
1004,1582969902
1005,1582970882
1006,1582943387
1007,1582944202
1008,1582944306
1009,1582944760
1010,1582944843
1011,1582945144
1012,1582945893
1013,1582946286
1014,1582948454
1015,1582948678
1016,1582948811
1017,1582948796
1018,1582948799
1019,1582948802
1020,1582948833
1021,1582949526
1022,1582949733
1023,1582949733
1024,1582950004
1025,1582950717
1026,1582968040
1027,1582968040
1028,1582968040
1029,1582968779
1030,1582969008
1031,1582969164
1032,1582975742
1033,1582975751
1034,1582975943
1035,1582976270
1036,1582939706
1037,1582941089
1038,1582941254
1039,1582941592
1040,1582945064
1041,1582945407
1042,1582946119
1043,1582946437
1044,1582946673
1045,1582946770
1046,1582947465
1047,1582948105
1048,1582948107
1049,1582948492
1050,1582948877
1051,1582949611
1052,1582952778
1053,1582953009
1054,1582953230
1055,1582953618
1056,1582956998
1057,1582957745
1058,1582957984
1059,1582958314
1060,1582958644
1061,1582958710
1062,1582959268
1063,1582959683
1064,1582972440
1065,1582972720
1066,1582972886
1067,1582973300
1068,1582977657
1069,1582977815
1070,1582978257
1071,1582978554
1072,1582981959
1073,1582982145
1074,1582982988
1075,1582982988
1076,1582983258
1077,1582983709
1078,1582983734
1079,1582984190
1080,1582985567
1081,1582986078
1082,1582986199
1083,1582986323
1084,1582986934
1085,1582987660
1086,1582987972
1087,1582988820
1088,1582946542
1089,1582946598
1090,1582946598
1091,1582946631
1092,1582946837
1093,1582947382
1094,1582948136
1095,1582948952
1096,1582948976
1097,1582949056
1098,1582949072
1099,1582949725
1100,1582949831
1101,1582950391
1102,1582950667
1103,1582950850
1104,1582950893
1105,1582951019
1106,1582951409
1107,1582951431
1108,1582951721
1109,1582952034
1110,1582952466
1111,1582952894
1112,1582952924
1113,1582953441
1114,1582955606
1115,1582955618
1116,1582955630
1117,1582955649
1118,1582955651
1119,1582955858
1120,1582956063
1121,1582956647
1122,1582956745
1123,1582957244
1124,1582957411
1125,1582957740
1126,1582958138
1127,1582958704
1128,1582958709
1129,1582958720
1130,1582959862
1131,1582960260
1132,1582961024
1133,1582961402
1134,1582969923
1135,1582969923
1136,1582970270
1137,1582970282
1138,1582970187
1139,1582970756
1140,1582971110
1141,1582971427
1142,1582971730
1143,1582972055
1144,1582973747
1145,1582973747
1146,1582974096
1147,1582974545
1148,1582978769
1149,1582979498
1150,1582979484
1151,1582979800
1152,1582980515
1153,1582981034
1154,1582981757
1155,1582982040
1156,1582983255
1157,1582982775
1158,1582945309
1159,1582945380
1160,1582945230
1161,1582945862
1162,1582945918
1163,1582946569
1164,1582952552
1165,1582952558
1166,1582952558
1167,1582952668
1168,1582952974
1169,1582953162
1170,1582953590
1171,1582953628
1172,1582953836
1173,1582954174
1174,1582954964
1175,1582955080
1176,1582955080
1177,1582955083
1178,1582955083
1179,1582955350
1180,1582955600
1181,1582955877
1182,1582956074
1183,1582956364
1184,1582941147
1185,1582941147
1186,1582941275
1187,1582941546
1188,1582942475
1189,1582942637
1190,1582943714
1191,1582944003
1192,1582944805
1193,1582945167
1194,1582945508
1195,1582946018
1196,1582956150
1197,1582956158
1198,1582956363
1199,1582956833
1200,1582959992
1201,1582959994
1202,1582960263
1203,1582960684
1204,1582960780
1205,1582961217
1206,1582961623
1207,1582961658
1208,1582961663
1209,1582961976
1210,1582962224
1211,1582962510
1212,1582962755
1213,1582963097
1214,1582964881
1215,1582964888
1216,1582965065
1217,1582965168
1218,1582965615
1219,1582965906
1220,1582951991
1221,1582952001
1222,1582952350
1223,1582952473
1224,1582953392
1225,1582953737
1226,1582955005
1227,1582955179
1228,1582956438
1229,1582955624
1230,1582965738
1231,1582965741
1232,1582965822
1233,1582966113
1234,1582966401
1235,1582966803
1236,1582969300
1237,1582969395
1238,1582969410
1239,1582969734
1240,1582969890
1241,1582970215
1242,1582979856
1243,1582979858
1244,1582979980
1245,1582980125
1246,1582952897
1247,1582953506
1248,1582953810
1249,1582954347
1250,1582964545
1251,1582964770
1252,1582965546
1253,1582966321
1254,1582967464
1255,1582966895
1256,1582938162
1257,1582938334
1258,1582938986
1259,1582939220
1260,1582939746
1261,1582939818
1262,1582940505
1263,1582941254
1264,1582944779
1265,1582944990
1266,1582945497
1267,1582946002
1268,1582946006
1269,1582946511
1270,1582946683
1271,1582947687
1272,1582948678
1273,1582948756
1274,1582949122
1275,1582949208
1276,1582949330
1277,1582949529
1278,1582949747
1279,1582949934
1280,1582950158
1281,1582950699
1282,1582950844
1283,1582951138
1284,1582951324
1285,1582951704
1286,1582952068
1287,1582952068
1288,1582952118
1289,1582952396
1290,1582952490
1291,1582952797
1292,1582953220
1293,1582953871
1294,1582957712
1295,1582957712
1296,1582957997
1297,1582958058
1298,1582964705
1299,1582965165
1300,1582965865
1301,1582966122
1302,1582966550
1303,1582966695
1304,1582967328
1305,1582967626
1306,1582973984
1307,1582974390
1308,1582975377
1309,1582975644
1310,1582942524
1311,1582942874
1312,1582943327
1313,1582943351
1314,1582945396
1315,1582945833
1316,1582945869
1317,1582946245
1318,1582946361
1319,1582947423
1320,1582947552
1321,1582947822
1322,1582947829
1323,1582948132
1324,1582949767
1325,1582949767
1326,1582949942
1327,1582950098
1328,1582950318
1329,1582950494
1330,1582950907
1331,1582951154
1332,1582952445
1333,1582952799
1334,1582952954
1335,1582953104
1336,1582953132
1337,1582953566
1338,1582956037
1339,1582956394
1340,1582956685
1341,1582957043
1342,1582957136
1343,1582957271
1344,1582959490
1345,1582960478
1346,1582959737
1347,1582959812
1348,1582960845
1349,1582961157
1350,1582961512
1351,1582961946
1352,1582962850
1353,1582963608
1354,1582967352
1355,1582967354
1356,1582967792
1357,1582967903
1358,1582969245
1359,1582969747
1360,1582969866
1361,1582970030
1362,1582970464
1363,1582970810
1364,1582971848
1365,1582971953
1366,1582972701
1367,1582973167
1368,1582972993
1369,1582973103
1370,1582973746
1371,1582973893
1372,1582974052
1373,1582974437
1374,1582977214
1375,1582977214
1376,1582977214
1377,1582977214
1378,1582977683
1379,1582978846
1380,1582978930
1381,1582979222
1382,1582979457
1383,1582979582
1384,1582979806
1385,1582979778
1386,1582979947
1387,1582980304
1388,1582945544
1389,1582946636
1390,1582947091
1391,1582947119
1392,1582973426
1393,1582973925
1394,1582974399
1395,1582974592
1396,1582975063
1397,1582975343
1398,1582975532
1399,1582975873
1400,1582979173
1401,1582979182
1402,1582979194
1403,1582980076
1404,1582979671
1405,1582979786
1406,1582980819
1407,1582980864
1408,1582945726
1409,1582946917
1410,1582947027
1411,1582947262
1412,1582947461
1413,1582948257
1414,1582948637
1415,1582948877
1416,1582949399
1417,1582949403
1418,1582949406
1419,1582949413
1420,1582949635
1421,1582949950
1422,1582950203
1423,1582950788
1424,1582952220
1425,1582952497
1426,1582952506
1427,1582952925
1428,1582964910
1429,1582965022
1430,1582965311
1431,1582965320
1432,1582965616
1433,1582965985
1434,1582966785
1435,1582966909
1436,1582967287
1437,1582967549
1438,1582967552
1439,1582967868
1440,1582968061
1441,1582968193
1442,1582940932
1443,1582942148
1444,1582941313
1445,1582941474
1446,1582960002
1447,1582960167
1448,1582960477
1449,1582960744
1450,1582960851
1451,1582961458
1452,1582978462
1453,1582978657
1454,1582979118
1455,1582979342
1456,1582982140
1457,1582982165
1458,1582983144
1459,1582983593
1460,1582943038
1461,1582943392
1462,1582943585
1463,1582944220
1464,1582953401
1465,1582953404
1466,1582953404
1467,1582953831
1468,1582954165
1469,1582954363
1470,1582955880
1471,1582955882
1472,1582955884
1473,1582956380
1474,1582956500
1475,1582956748
1476,1582957281
1477,1582957762
1478,1582969523
1479,1582969712
1480,1582970050
1481,1582970295
1482,1582942793
1483,1582943262
1484,1582943753
1485,1582944142
1486,1582944582
1487,1582944966
1488,1582945228
1489,1582945671
1490,1582947553
1491,1582946031
1492,1582946883
1493,1582947581
1494,1582947831
1495,1582948393
1496,1582949157
1497,1582949329
1498,1582949455
1499,1582949006
1500,1582949836
1501,1582950304
1502,1582950756
1503,1582951019
1504,1582951767
1505,1582951986
1506,1582947144
1507,1582947144
1508,1582947199
1509,1582947621
1510,1582947951
1511,1582948394
1512,1582948845
1513,1582949319
1514,1582951623
1515,1582952153
1516,1582952823
1517,1582953683
1518,1582955495
1519,1582955662
1520,1582956067
1521,1582956683
1522,1582957762
1523,1582958394
1524,1582958479
1525,1582958777
1526,1582958844
1527,1582959013
1528,1582961156
1529,1582961285
1530,1582961456
1531,1582962039
1532,1582978962
1533,1582979447
1534,1582979799
1535,1582980235
1536,1582955335
1537,1582955335
1538,1582955818
1539,1582956190
1540,1582959431
1541,1582959502
1542,1582960027
1543,1582960451
1544,1582961484
1545,1582961632
1546,1582961804
1547,1582962018
1548,1582966244
1549,1582966384
1550,1582966815
1551,1582967365
1552,1582969519
1553,1582970134
1554,1582970300
1555,1582970549
1556,1582970924
1557,1582970995
1558,1582972662
1559,1582972911
1560,1582973344
1561,1582973852
1562,1582976816
1563,1582976909
1564,1582974417
1565,1582974589
1566,1582976436
1567,1582977084
1568,1582976978
1569,1582977603
1570,1582966781
1571,1582967123
1572,1582967982
1573,1582968135
1574,1582968363
1575,1582968614
1576,1582970047
1577,1582970228
1578,1582970374
1579,1582970378
1580,1582970450
1581,1582970800
1582,1582971656
1583,1582972253
1584,1582947257
1585,1582947245
1586,1582947363
1587,1582947469
1588,1582947933
1589,1582948441
1590,1582948717
1591,1582948964
1592,1582950314
1593,1582950317
1594,1582950495
1595,1582950893
1596,1582951925
1597,1582952510
1598,1582952045
1599,1582952665
1600,1582954051
1601,1582954397
1602,1582967584
1603,1582967752
1604,1582968762
1605,1582968080
1606,1582969091
1607,1582969164
1608,1582969333
1609,1582969333
1610,1582969652
1611,1582969872
1612,1582971323
1613,1582971325
1614,1582971438
1615,1582971441
1616,1582971735
1617,1582971678
1618,1582972035
1619,1582972289
1620,1582972347
1621,1582972429
1622,1582972682
1623,1582973074
1624,1582945686
1625,1582945866
1626,1582946097
1627,1582946459
1628,1582946707
1629,1582947094
1630,1582947927
1631,1582948005
1632,1582948110
1633,1582948419
1634,1582952647
1635,1582952823
1636,1582953328
1637,1582953423
1638,1582954870
1639,1582955036
1640,1582955315
1641,1582955399
1642,1582945083
1643,1582944797
1644,1582944829
1645,1582945613
1646,1582945902
1647,1582946392
1648,1582946792
1649,1582946966
1650,1582947066
1651,1582947508
1652,1582947974
1653,1582948019
1654,1582948454
1655,1582948555
1656,1582949383
1657,1582949661
1658,1582950099
1659,1582949872
1660,1582950312
1661,1582950631
1662,1582950744
1663,1582950951
1664,1582974418
1665,1582974832
1666,1582975207
1667,1582975778
1668,1582976177
1669,1582976477
1670,1582965020
1671,1582965022
1672,1582965450
1673,1582965452
1674,1582966505
1675,1582967170
1676,1582966775
1677,1582967689
1678,1582968018
1679,1582968033
1680,1582968334
1681,1582968346
1682,1582968551
1683,1582968773
1684,1582969593
1685,1582969881
1686,1582971372
1687,1582971748
1688,1582972064
1689,1582972508
1690,1582972876
1691,1582973149
1692,1582973598
1693,1582974496
1694,1582974745
1695,1582974793
1696,1582975705
1697,1582976097
1698,1582983499
1699,1582983708
1700,1582985084
1701,1582984083
1702,1582985565
1703,1582986022
1704,1582946320
1705,1582947664
1706,1582947672
1707,1582947949
1708,1582948236
1709,1582948407
1710,1582949120
1711,1582950509
1712,1582949183
1713,1582949530
1714,1582951271
1715,1582951941
1716,1582959228
1717,1582959242
1718,1582961409
1719,1582959802
1720,1582956888
1721,1582957103
1722,1582957357
1723,1582957374
1724,1582958868
1725,1582958971
1726,1582959022
1727,1582959025
1728,1582959260
1729,1582959533
1730,1582960222
1731,1582960957
1732,1582960350
1733,1582961478
1734,1582961773
1735,1582961952
1736,1582962451
1737,1582962624
1738,1582963550
1739,1582963209
1740,1582964419
1741,1582964757
1742,1582977179
1743,1582977180
1744,1582977384
1745,1582977437
1746,1582953282
1747,1582953571
1748,1582953946
1749,1582953987
1750,1582954839
1751,1582954849
1752,1582955123
1753,1582955450
1754,1582956126
1755,1582956409
1756,1582956762
1757,1582957675
1758,1582958102
1759,1582958267
1760,1582966244
1761,1582966556
1762,1582967709
1763,1582968046
1764,1582968324
1765,1582968501
1766,1582969381
1767,1582969462
1768,1582970282
1769,1582970337
1770,1582971466
1771,1582971990
1772,1582972714
1773,1582972753
1774,1582973207
1775,1582973592
1776,1582974407
1777,1582974618
1778,1582974495
1779,1582975081
1780,1582976181
1781,1582976302
1782,1582976370
1783,1582976841
1784,1582976950
1785,1582977857
1786,1582978244
1787,1582978492
1788,1582978871
1789,1582979443
1790,1582942983
1791,1582943256
1792,1582943178
1793,1582943440
1794,1582943858
1795,1582944048
1796,1582945785
1797,1582945720
1798,1582946184
1799,1582946245
1800,1582946580
1801,1582946640
1802,1582946933
1803,1582946933
1804,1582947164
1805,1582947477
1806,1582948341
1807,1582948341
1808,1582948636
1809,1582948652
1810,1582948781
1811,1582948838
1812,1582949152
1813,1582949187
1814,1582949839
1815,1582949553
1816,1582949965
1817,1582950194
1818,1582950458
1819,1582951092
1820,1582961609
1821,1582964881
1822,1582962188
1823,1582962601
1824,1582968102
1825,1582968104
1826,1582968142
1827,1582968530
1828,1582968725
1829,1582968696
1830,1582968794
1831,1582969232
1832,1582970173
1833,1582970212
1834,1582970677
1835,1582970355
1836,1582970528
1837,1582971197
1838,1582971720
1839,1582972119
1840,1582974251
1841,1582974768
1842,1582974550
1843,1582974551
1844,1582974739
1845,1582975086
1846,1582975514
1847,1582975517
1848,1582975810
1849,1582975907
1850,1582976702
1851,1582977560
1852,1582977839
1853,1582978263
1854,1582978390
1855,1582978756
1856,1582979249
1857,1582979632
1858,1582980406
1859,1582980602
1860,1582946985
1861,1582947115
1862,1582948049
1863,1582948504
1864,1582952011
1865,1582952226
1866,1582952967
1867,1582953104
1868,1582953597
1869,1582953801
1870,1582943771
1871,1582945583
1872,1582944276
